Metadata_SMILES,Metadata_BROAD_ID,Scaffold
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,BRD-K57545991,O=C(CNCCCc1ccccc1)N1CCCC1
CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O,BRD-K57569181,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
C1CCc2nnnn2CC1,BRD-K57718010,C1CCc2nnnn2CC1
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,BRD-K57886322,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12
Cc1cc2ncc(nc2cc1C)-c1ccccc1,BRD-K57926513,c1ccc(-c2cnc3ccccc3n2)cc1
CCN(CC)CCCCCCCCOC(=O)c1cc(OC)c(OC)c(OC)c1,BRD-K58220566,c1ccccc1
Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O,BRD-K58265391,O=S1(=O)CCCc2ccccc21
Nc1ccc(cc1)-c1nc2ccc(cc2[nH]1)-c1nc2ccc(N)cc2[nH]1,BRD-K58299615,c1ccc(-c2nc3ccc(-c4nc5ccccc5[nH]4)cc3[nH]2)cc1
COc1cc2CC[n+]3cc4c(OC)c(OC)ccc4cc3-c2cc1OC,BRD-K58466253,c1ccc2c(c1)CC[n+]1cc3ccccc3cc1-2
Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,BRD-K58685305,O=C1c2ccccc2C(=O)c2ccccc21
C[C@]12N[C@H](Cc3ccccc13)c1ccccc21,BRD-K58930050,c1ccc2c(c1)CC1NC2c2ccccc21
C[C@@H]1[C@@H]2NC[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC2=C1C,BRD-K58938839,C1=C2CC3C4CCCCC4=CCC3C2CCC12CC1NCCCC1O2
COc1ccc(C(=O)c2ccccc2)c(O)c1,BRD-K59037100,O=C(c1ccccc1)c1ccccc1
CN(C)CC\C=C1/c2ccccc2Sc2ccc(Cl)cc12,BRD-K59058766,C=C1c2ccccc2Sc2ccccc21
Cn1cc(C2=C(C(=O)NC2=O)c2ccc(Cl)cc2Cl)c2ccccc12,BRD-K59184148,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1ccccc1
CCCn1cnc2n(C)c(=O)n(CCCCC(C)=O)c(=O)c12,BRD-K59273480,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
COc1cccc(NC(=O)C=Cc2ccc(Cl)cc2)c1,BRD-K59331372,O=C(C=Cc1ccccc1)Nc1ccccc1
O=C1N(c2ccccc2C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1,BRD-K59332007,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
Cc1c(nn(c1-c1ccc(I)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCOCC1,BRD-K59419204,O=C(NN1CCOCC1)c1cc(-c2ccccc2)n(-c2ccccc2)n1
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)\C=C(/C#N)C(N)=S,BRD-K59469039,c1ccccc1
O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1,BRD-K59522102,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(O)=O,BRD-K59574735,c1ccccc1
OC(=O)c1c(Br)c(Br)c(Br)c(Br)c1-c1c2ccc(O)cc2oc2cc(=O)ccc12,BRD-K59637651,O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1
CN(C1CCCCC1)C(=O)c1sc2nc3ccc(N)cc3n2c1C,BRD-K59650319,O=C(NC1CCCCC1)c1cn2c(nc3ccccc32)s1
OC(=O)CCc1c([nH]c2cc(Cl)cc(Cl)c12)C(O)=O,BRD-K59753853,c1ccc2[nH]ccc2c1
CN1CC[C@@]23[C@@H]4Nc5ccccc5[C@]2(CCN4C)[C@@H]1Nc1ccccc31,BRD-K59851896,c1ccc2c(c1)NC1NCCC23C2NCCC13c1ccccc1N2
Nc1ccc(cc1)S(=O)(=O)NC(=O)c1ccccc1,BRD-K59983611,O=C(NS(=O)(=O)c1ccccc1)c1ccccc1
CC[N+](C)(CC)CC(=O)Nc1c(C)cccc1C,BRD-K60060639,c1ccccc1
O=C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,BRD-K60174629,O=C(C1CCCN1C(=O)OCc1ccccc1)N1CCCC1
NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N,BRD-K60184833,c1ccccc1
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O,BRD-K60230970,c1ccccc1
CN([N+][O-])c1cc(O)ccc1O,BRD-K60274257,c1ccccc1
COC(=O)c1csc(n1)C(=O)c1c[nH]c2ccccc12,BRD-K60298136,O=C(c1nccs1)c1c[nH]c2ccccc12
OCc1ccc(o1)-c1nn(Cc2ccccc2)c2ccccc12,BRD-K60476892,c1ccc(Cn2nc(-c3ccco3)c3ccccc32)cc1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,BRD-K60511616,C1=CC2=CCCCC2CC1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,BRD-K60640630,O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21
Cc1cccc(n1)C#Cc1ccccc1,BRD-K60690191,C(#Cc1ccccn1)c1ccccc1
COc1ccc(cc1OC)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,BRD-K60923938,O=C(OC1CCC2C3CCC4C5CCC6CC7CCCCN7CC6C5CC42OC13)c1ccccc1
Oc1cc2[C@H](CN(CC=C)CCc2c(Br)c1O)c1ccccc1,BRD-K60932973,c1ccc(C2CNCCc3ccccc32)cc1
COC(=O)[C@H](NC(=O)c1cc(nc2ccccc12)-c1ccccc1)c1ccccc1,BRD-K61097567,O=C(NCc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12
CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl,BRD-K61177364,c1ccc(Nc2cc(NCC3CC3)ncn2)cc1
CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,BRD-K61250553,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1
Oc1ccc2ccc(=O)oc2c1O,BRD-K61269089,O=c1ccc2ccccc2o1
COc1ccc2[C@H](OC(=O)c2c1OC)[C@H]1N(C)CCc2cc3OCOc3cc12,BRD-K61271364,O=C1OC(C2NCCc3cc4c(cc32)OCO4)c2ccccc21
Oc1cc(ccc1NC(=O)Nc1ccccc1Br)[N+]([O-])=O,BRD-K61323504,O=C(Nc1ccccc1)Nc1ccccc1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,BRD-K61496577,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
Oc1ccc(CC(C#N)C#N)cc1,BRD-K61590534,c1ccccc1
COc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccsc1,BRD-K61737877,c1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1
CNC(=O)c1cc2c(cn1)[nH]c1ccccc21,BRD-K61951118,c1ccc2c(c1)[nH]c1cnccc12
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,BRD-K62008436,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1
CN1CCN(CC1)c1ccc2ccccc2n1,BRD-K62056274,c1ccc2nc(N3CCNCC3)ccc2c1
C(CC1CCNCC1)Cc1c[nH]cn1,BRD-K62206109,c1nc(CCCC2CCNCC2)c[nH]1
CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(c(CN(C)Cc3ccccc3)c2c1=O)-c1ccc(NC(=O)C(C)C)cc1,BRD-K62221994,O=c1ccn(Cc2ccccc2)c2sc(-c3ccccc3)c(CNCc3ccccc3)c12
CC(C)c1ccc2c(CC[C@H]3[C@](C)(CN)CCC[C@]23C)c1,BRD-K62289640,c1ccc2c(c1)CCC1CCCCC21
CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,BRD-K62310379,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
CCN(CC)c1ccc(C=NNC(=O)c2ccc(O)cc2)cc1,BRD-K62353524,O=C(NN=Cc1ccccc1)c1ccccc1
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,BRD-K62363391,O=S(=O)(c1ccccc1)c1ccccc1
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O,BRD-K62607865,N=C(C(=O)NC1CNC1=O)c1cscn1
COc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(OC)c4O,BRD-K62609077,c1ccc2c(c1)CC1c3ccccc3CCN1C2
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,BRD-K62810658,O=c1cc(-c2ccccc2)oc2ccccc12
N(Cc1ccccc1)c1ncnc2nc[nH]c12,BRD-K62929068,c1ccc(CNc2ncnc3nc[nH]c23)cc1
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,BRD-K62996583,O=C(CN1CCN(CCCC(c2ccccc2)c2ccccc2)CC1)Nc1ccccc1
CC(C)=CCC\C(C)=C\CC\C(C)=C\CSCC(O)=O,BRD-K63089472,
CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4OCOc4c3)c(=O)[nH]c12,BRD-K63150726,O=C(NCc1ccc2c(c1)OCO2)c1cc2ccccc2[nH]c1=O
Cn1cnnc1Sc1c(ncn1C)[N+]([O-])=O,BRD-K63151507,c1ncc(Sc2nnc[nH]2)[nH]1
CNCCC=C1c2ccccc2C=Cc2ccccc12,BRD-K63165456,C=C1c2ccccc2C=Cc2ccccc21
COc1c2occc2cc2ccc(=O)oc12,BRD-K63430059,O=c1ccc2cc3ccoc3cc2o1
Cc1cc(C)c(\C=C2/C(=O)Nc3ccccc23)[nH]1,BRD-K63504947,O=C1Nc2ccccc2C1=Cc1ccc[nH]1
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,BRD-K63516691,O=c1c2c(OCc3ncccn3)nccc2c(-c2ccccc2)cn1Cc1ccncc1
COc1ccc(cc1)C(=O)c1c(C)n(CCN2CCOCC2)c2cc(I)ccc12,BRD-K63533170,O=C(c1ccccc1)c1cn(CCN2CCOCC2)c2ccccc12
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@@H]2c1ccc(=O)oc1,BRD-K63606607,O=c1ccc(C2CCC3C2CCC2C4CCCCC4CCC23)co1
CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,BRD-K63630713,c1ccccc1
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,BRD-K63750851,O=C1OCc2ccccc21
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O,BRD-K63784565,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3
CC#CCOC(=O)C1=CCCN(C)C1,BRD-K63792901,C1=CCNCC1
Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,BRD-K63828191,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12
S=C(NC1CCCCC1)N1CCC(CC1)c1c[nH]cn1,BRD-K63874012,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1
CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O,BRD-K63913457,
CC(C)CC(=O)O[C@@H]1[C@H](OC(C)=O)c2c(OC1(C)C)ccc1ccc(=O)oc21,BRD-K63945320,O=c1ccc2ccc3c(c2o1)CCCO3
CCc1cccc(CC)c1NC(=O)CN(CC(O)=O)CC(O)=O,BRD-K63979671,c1ccccc1
CCCCC\C=C/C\C=C/CCCCCCCC(N)=O,BRD-K64044582,
O[C@@H](CNCCOc1ccc(CC(O)=O)cc1)c1ccccc1,BRD-K64157027,c1ccc(CCNCCOc2ccccc2)cc1
CC(C)c1onc(c1COc1ccc(C=Cc2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl,BRD-K64245000,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1
COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1,BRD-K64341947,O=C(Nc1ccccc1)c1ccnn1Cc1ccccc1
CC(=O)OCCN1C(=O)c2c(C1=O)c1cc(ccc1nc2C)S(=O)(=O)N1CCOCC1,BRD-K64402243,O=C1NC(=O)c2c1cnc1ccc(S(=O)(=O)N3CCOCC3)cc21
COC1CCC(CC1)C(=O)c1ccc2nc3OCCCc3cc2c1,BRD-K64670467,O=C(c1ccc2nc3c(cc2c1)CCCO3)C1CCCCC1
CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C,BRD-K64755930,c1cnc2[nH]ncc2c1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,BRD-K64862097,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,BRD-K64994968,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
COc1ccc2cc(CCC(C)=O)ccc2c1,BRD-K65146499,c1ccc2ccccc2c1
Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NN2CCCCC2)c1,BRD-K65285700,O=C(NN1CCCCC1)c1nn(-c2ccccc2)c2c1Cc1ccccc1-2
CCCNC(C)(C)COC(=O)c1ccccc1,BRD-K65417056,c1ccccc1
CCc1cc(-c2n[nH]c(C)c2-c2ccc3OCCOc3c2)c(O)cc1O,BRD-K65503129,c1ccc(-c2n[nH]cc2-c2ccc3c(c2)OCCO3)cc1
COc1ccc(cc1)-c1oc2c(CC=C(C)C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,BRD-K65639003,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12
C(Nc1ncnc2[nH]cnc12)c1ccco1,BRD-K65667145,c1coc(CNc2ncnc3[nH]cnc23)c1
CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,BRD-K65786282,c1ccccc1
[I+]1c2ccccc2-c2ccccc12,BRD-K65814004,c1ccc2c(c1)[I+]c1ccccc1-2
CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccc(Cl)cc12)-c1ccc(Cl)cc1,BRD-K66093087,c1ccc(-c2cc3ccccc3[nH]2)cc1
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,BRD-K66206289,O=C(CC1CCCC(CCc2ccccc2)N1)c1ccccc1
Nc1nc2cc(Cl)ccc2o1,BRD-K66353228,c1ccc2ocnc2c1
O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45,BRD-K66404838,c1cc2c3c(c1)OC1CCCC4C(C2)N(CC2CCC2)CCC314
O=C1CC(=O)c2ccccc2C1=O,BRD-K66707493,O=C1CC(=O)c2ccccc2C1=O
CCCN(CCC)[C@@H]1CCc2c(OC)cccc2[C@@H]1C,BRD-K66715657,c1ccc2c(c1)CCCC2
NC(=O)CCCCn1ccc(N=C(N)NCC(F)(F)F)n1,BRD-K66782112,c1cn[nH]c1
Cc1ccc(cc1)C(=O)Cn1c2CCCCc2sc1=N,BRD-K66874953,N=c1sc2c(n1CC(=O)c1ccccc1)CCCC2
C[n+]1cc2c3OCOc3ccc2c2ccc3cc4OCOc4cc3c12,BRD-K66898851,c1cc2c(c[nH+]c3c4cc5c(cc4ccc23)OCO5)c2c1OCO2
COc1cc2ccc(=O)oc2c(OC)c1OC,BRD-K66944906,O=c1ccc2ccccc2o1
CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,BRD-K67013324,c1ccc(Cc2cc3ccccc3[nH]2)cc1
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,BRD-K67017579,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
CN(C)c1nc(nc(n1)N(C)C)N(C)C,BRD-K67043667,c1ncncn1
Cc1[nH]c(=O)c(cc1-c1ccncc1)C#N,BRD-K67080878,O=c1ccc(-c2ccncc2)c[nH]1
OC(=O)CCCc1ccccc1,BRD-K67102207,c1ccccc1
OC(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(O)=O)c2I)c1I,BRD-K67261995,O=C(CCCCC(=O)Nc1ccccc1)Nc1ccccc1
COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1,BRD-K67277431,O=C(NCc1cccnc1)c1cccc(C(=O)NCc2cccnc2)c1
NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCOc2c1,BRD-K67298865,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
CCOc1cncc(C=CCCNC)c1,BRD-K67352070,c1ccncc1
Cc1cccc(C=Cc2ccccc2)n1,BRD-K67439147,C(=Cc1ccccn1)c1ccccc1
NP(N)(=O)NC(=O)c1ccc(F)cc1,BRD-K67445247,c1ccccc1
COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12,BRD-K67537649,O=C(Nc1ccccc1)Nc1ccnc2ccccc12
OC(=O)C1=CCCN(CCOC(c2ccc(cc2)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C1,BRD-K67680372,C1=CCN(CCOC(c2ccccc2)c2ccccc2)CC1
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,BRD-K67783091,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1
Cc1cc(F)c(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1O,BRD-K67831364,c1ccc(COc2ccc3c(Nc4ccccc4)ncnc3c2)cc1
COc1ccc(CNC(=O)Nc2ncc(s2)[N+]([O-])=O)cc1,BRD-K67860401,O=C(NCc1ccccc1)Nc1nccs1
CCCCCCCCCCCCCCCC(=O)NCCO,BRD-K68095457,
COc1ccc(cc1)-n1nc2c3CCCCCc3[nH]cc2c1=O,BRD-K68103045,O=c1c2c[nH]c3c(c-2nn1-c1ccccc1)CCCCC3
OCCSC1=C(SCCO)C(=O)c2ccccc2C1=O,BRD-K68143200,O=C1C=CC(=O)c2ccccc21
COc1ccc(CNC(=O)C=Cc2ccc3[nH]cc(CCN(C)C)c3c2)cc1,BRD-K68190965,O=C(C=Cc1ccc2[nH]ccc2c1)NCc1ccccc1
CC(=Cc1ccc(cc1)C(O)=O)c1ccc2c(c1)C(C)(C)CCC2(C)C,BRD-K68246049,C(=Cc1ccc2c(c1)CCCC2)c1ccccc1
Brc1c(NC2=NCCN2)ccc2nccnc12,BRD-K68264559,c1cnc2cc(NC3=NCCN3)ccc2n1
OC(=O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12,BRD-K68332390,O=c1c2ccccc2cnn1Cc1ccccc1
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,BRD-K68336408,c1ccc(Nc2ncnc3ccccc23)cc1
NCCCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,BRD-K68341547,c1ccc2ccccc2c1
CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C,BRD-K68392338,c1ccc2c(c1)[nH]c1cnccc12
Clc1cccc2c(cccc12)S(=O)(=O)N1CCCNCC1,BRD-K68402494,O=S(=O)(c1cccc2ccccc12)N1CCCNCC1
CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,BRD-K68507560,C1CCC(C2CCCCC2)CC1
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O,BRD-K68552125,O=C1C=CC2C1CC=CC1C3CC3CCC21
CCOC(=O)NNc1nncc2ccccc12,BRD-K68553471,c1ccc2cnncc2c1
COc1ccc(cc1F)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)F,BRD-K68558722,c1ccc(-c2ccnn2-c2ccccc2)cc1
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,BRD-K68620903,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1
CCCCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)[C@@H](N2C1=O)c1ccc(OC)cc1,BRD-K68873215,O=C1NC(=O)N2C1Cc1c([nH]c3ccccc13)C2c1ccccc1
CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)C(\C)=C/C)C(C)=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@H](C[C@](C)(OC(C)=O)[C@@H]12)OC(=O)CCC,BRD-K69023402,O=C1CC2CCCC3CCC=C3C2O1
CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)CC)C(O)=O,BRD-K69032158,C1CCNC1
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,BRD-K69195780,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccccc2)CC1
CC(C)[C@]1(O)[C@@H](OC(=O)c2ccc[nH]2)[C@@]2(O)[C@@]3(C)C[C@]4(O)O[C@@]5([C@H](O)[C@@H](C)CC[C@]35O)[C@@]2(O)[C@@]14C,BRD-K69556541,O=C(OC1CC2C3CC4C1C2C1(CCCCC41)O3)c1ccc[nH]1
N[C@@](CC1c2ccccc2Oc2ccccc12)([C@H]1C[C@@H]1C(O)=O)C(O)=O,BRD-K69763916,c1ccc2c(c1)Oc1ccccc1C2CCC1CC1
CCn1c2ccccc2n(C2=C(CO)CN(CC3CCCCCCC3)CC2)c1=O,BRD-K69837166,O=c1[nH]c2ccccc2n1C1=CCN(CC2CCCCCCC2)CC1
C[C@@H](O)CNC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(cc2)-c2ccccc2-c2nn[nH]n2)C1=O,BRD-K70241288,O=C1CCCc2ccccc2N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,BRD-K70246307,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1
CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,BRD-K70281171,c1ccc2c(c1)CCC2
NC12CC3CC(CC(C3)C1)C2,BRD-K70330367,C1C2CC3CC1CC(C2)C3
OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,BRD-K70487031,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1,BRD-K70778732,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12
CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc12,BRD-K70792160,c1ccc2c(c1)Nc1ccccc1O2
C[C@@H]1[C@H]2CC[C@H](C)CN2[C@H]2C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,BRD-K70881766,C1=C2CC(OC3OCCC(OC4CCCCO4)C3OC3CCCCO3)CCC2C2CCC3C(CC4C3CC3CCCCN34)C2C1
CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,BRD-K70914287,c1ccc(Nc2ncnc3cnc(NC4CCNCC4)nc23)cc1
CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O,BRD-K70976396,O=C(Cc1cccs1)NC1C(=O)N2C=CCSC12
CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5OCOc5cc4[C@H]3[C@H]12,BRD-K71003802,O=C1OC2CC=C3CCNC3C2c2cc3c(cc21)OCO3
Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc2cccc3ccccc23)cc1S(O)(=O)=O,BRD-K71266197,O=C1c2ccccc2C(=O)c2c(Nc3cccc4ccccc34)cccc21
Clc1ccc(CNC(=N)SCCCc2c[nH]cn2)cc1,BRD-K71430621,N=C(NCc1ccccc1)SCCCc1c[nH]cn1
NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(N)(=O)=O,BRD-K71499074,c1ccccc1
OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,BRD-K71534238,c1ccc(NCc2cccc(Oc3ccccc3)c2)cc1
CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc12,BRD-K71726959,c1ccc(CNc2ncnc3[nH]cnc23)cc1
COc1cc(OC)c(NC(=O)Nc2cc(C)on2)cc1Cl,BRD-K71731651,O=C(Nc1ccccc1)Nc1ccon1
CC(C)c1cnc(NC(=O)Cc2ccccc2)s1,BRD-K71799778,O=C(Cc1ccccc1)Nc1nccs1
NC(=O)N1c2ccccc2C=Cc2ccccc12,BRD-K71799949,C1=Cc2ccccc2Nc2ccccc21
Nc1cc(Nc2ccc(cc2)S(N)(=O)=O)ncn1,BRD-K71860425,c1ccc(Nc2ccncn2)cc1
