Metadata_SMILES,Metadata_BROAD_ID,Scaffold
Cc1nnc2CN=C(c3cc(CCC(=O)N4CCOCC4)sc3-n12)c1ccccc1Cl,BRD-K28115081,O=C(CCc1cc2c(s1)-n1cnnc1CN=C2c1ccccc1)N1CCOCC1
ClC(=Cn1cncn1)c1ccc(Cl)cc1Cl,BRD-K28137194,C(=Cn1cncn1)c1ccccc1
CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,BRD-K28143534,C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,BRD-K28183345,c1ccccc1
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,BRD-K28307902,c1ccccc1
CCN(CC)CCOC(=O)C1(CCCC1)c1ccc(cc1)[N+]([O-])=O,BRD-K28453807,c1ccc(C2CCCC2)cc1
CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1,BRD-K28578425,O=C(CCCOc1ccc2[nH]c(=O)ccc2c1)NC1CCCCC1
COc1cc(ccc1O)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C,BRD-K28667196,O=C(OC1CC2CCC(C1)N2)c1ccccc1
COC(=O)c1cc2c(cn1)[nH]c1ccccc21,BRD-K28680267,c1ccc2c(c1)[nH]c1cnccc12
OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(Cl)cc23)CC1,BRD-K28761384,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,BRD-K28761891,c1cc2c(c3c1CCC3)CCO2
Ic1ccc(cc1)N1CCN(Cc2c[nH]c3ncccc23)CC1,BRD-K28806945,c1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1
Clc1ccc(cc1)C(=O)N[C@H]1CN2CCC1CC2,BRD-K28863208,O=C(NC1CN2CCC1CC2)c1ccccc1
OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2,BRD-K28907958,c1cc(-c2ccc3ccccc3c2)cc(C23CC4CC(CC(C4)C2)C3)c1
CN1CCC(CC1)=C1c2ccsc2C(=O)Cc2ccccc12,BRD-K28936863,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21
CC(=O)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1,BRD-K29113274,c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1
COc1c2ccoc2nc2ccccc12,BRD-K29178788,c1ccc2nc3occc3cc2c1
O=c1n([se]c2ccccc12)-c1ccccc1,BRD-K29359156,O=c1c2ccccc2[se]n1-c1ccccc1
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(N)=O,BRD-K29555132,
Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1,BRD-K29582677,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,BRD-K29668683,c1ccc(CCN2CCNCC2)cc1
Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O,BRD-K29673530,O=c1c2cccc3c4cccc5c(=O)c6cccc7c8cccc1c8c(c23)c(c54)c67
CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1,BRD-K29950728,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
COc1ccc2[nH]cc(CCN)c2c1,BRD-K30197592,c1ccc2[nH]ccc2c1
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,BRD-K30240666,c1ccc(C(OCCC2CCCN2)c2ccccc2)cc1
CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,BRD-K30421593,c1nsnc1N1CCOCC1
CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C)c1,BRD-K30480208,c1ccc(Nc2ccncc2)cc1
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,BRD-K30685142,c1ccc(Oc2ccccc2)cc1
COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1OCCN(C)C,BRD-K30867024,O=C(Nc1ccccc1)c1ccc(-c2ccc(-c3ncon3)cc2)cc1
COc1ccc(cc1)-c1nc(sc1-c1ccc(OC)cc1)C(=O)N1CCN(C)CC1,BRD-K30990140,O=C(c1nc(-c2ccccc2)c(-c2ccccc2)s1)N1CCNCC1
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,BRD-K31054881,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2ccccc2)CC1
CN1c2ccccc2C(=N[C@H](NC(=O)c2cc3ccccc3[nH]2)C1=O)c1ccccc1,BRD-K31238592,O=C(NC1N=C(c2ccccc2)c2ccccc2NC1=O)c1cc2ccccc2[nH]1
CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12,BRD-K31342827,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
NC(=N)NC(=N)Nc1ccccc1,BRD-K31491153,c1ccccc1
COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)CCC(O)=O,BRD-K31542390,O=C1OCc2ccccc21
O[C@@H](COc1cccc(c1)C(F)(F)F)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,BRD-K31611373,C(=CC1CCCC1)CCOc1ccccc1
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,BRD-K31627533,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)N1Cc2ccccc2NC1=O,BRD-K31633810,O=C1Nc2ccccc2CN1C(=O)OC1CC2CCC(C1)N2
COc1cccc(C=NC=Nc2cccc(OC)c2)c1,BRD-K31699485,C(=NC=Nc1ccccc1)c1ccccc1
Cc1ccc(cc1)-c1cn2c3CCCCc3sc2n1,BRD-K31792052,c1ccc(-c2cn3c4c(sc3n2)CCCC4)cc1
[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccncc1,BRD-K31843556,O=C(Nc1ccncc1)c1ccccc1
Nc1nc(NCC2CCC(CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12,BRD-K31912990,O=S(=O)(NCC1CCC(CNc2ncc3ccccc3n2)CC1)c1cccc2ccccc12
CCCCCCCCC=CCCCCCCCC(=O)NCCO,BRD-K31987754,
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,BRD-K32164935,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1
CCC1(C(=O)NCNC1=O)c1ccccc1,BRD-K32247306,O=C1NCNC(=O)C1c1ccccc1
Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1,BRD-K32292990,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21
COc1ccc2C[C@H]3N(C)CCc4cc(O)cc(c34)-c2c1O,BRD-K32412559,c1ccc2c(c1)CC1NCCc3cccc-2c31
Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1,BRD-K32501161,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1
CCn1c2cc(Cl)c(Cl)cc2[nH]c1=O,BRD-K32526544,O=c1[nH]c2ccccc2[nH]1
OC(=O)c1ccc2nc(-c3ccccc3)c(nc2c1)-c1ccccc1,BRD-K32584078,c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1
CCCN(CCC)CCc1c[nH]c2ccc(cc12)C(N)=O,BRD-K32645441,c1ccc2[nH]ccc2c1
C1Cc2c(CN1)[nH]c1ccccc21,BRD-K32696739,c1ccc2c3c([nH]c2c1)CNCC3
CCN(CC)C(=S)SSC(=S)N(CC)CC,BRD-K32744045,
CO[C@H]1[C@H](O)C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(O)=O,BRD-K32755366,c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3
Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O,BRD-K32821942,c1nc2nc[nH]c(Sc3cnc[nH]3)c-2n1
CN1Cc2c3OCOc3ccc2[C@H]2[C@@H](O)Cc3cc4OCOc4cc3[C@@H]12,BRD-K32828673,c1c2c(cc3c1OCO3)C1NCc3c(ccc4c3OCO4)C1CC2
NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,BRD-K32830106,c1ccccc1
NC(=C(C#N)C#N)C(\C#N)=C\c1ccc2[nH]ccc2c1,BRD-K33204703,c1ccc2[nH]ccc2c1
COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,BRD-K33211335,c1ccc2c(c1)CC1NCCC23CCCCC13
O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc12,BRD-K33308633,O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc21
CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,BRD-K33396764,
C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1,BRD-K33453211,c1ccc(C2CCC(N3CCC(c4ccccc4)CC3)CC2)cc1
Cc1ccccc1NC(=N)Nc1ccccc1C,BRD-K33459542,N=C(Nc1ccccc1)Nc1ccccc1
Oc1ccc(cc1)\C=C\C(=O)c1ccc(O)cc1O,BRD-K33583600,O=C(C=Cc1ccccc1)c1ccccc1
CCc1cc(ccn1)C(N)=S,BRD-K33710385,c1ccncc1
OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c2ccccc2)Cc2cccc(c2Cl)C(F)(F)F)c1,BRD-K33818169,c1ccc(CN(CCCOc2ccccc2)CC(c2ccccc2)c2ccccc2)cc1
CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O,BRD-K33864865,O=c1c2ccccc2nc(CCc2c[nH]c3ccccc23)n1-c1ccccc1
CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,BRD-K33882852,c1ccc(COc2ccc3[nH]c4cnccc4c3c2)cc1
COc1ccc2cc(ccc2c1)[C@H](C)CO,BRD-K34014345,c1ccc2ccccc2c1
C(CN1CCN(CC=Cc2ccccc2)CC1)OC(c1ccccc1)c1ccccc1,BRD-K34034388,C(=Cc1ccccc1)CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCc1ccc(O)c(OC)c1,BRD-K34092021,c1ccccc1
CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12,BRD-K34154330,c1cnc2[nH]ncc2c1
COC(=O)C=Cc1cccc(c1)N(Cc1ccc(cc1)-c1ccc(cc1)N(C)C)C(=O)C1CCCCC1,BRD-K34170797,O=C(C1CCCCC1)N(Cc1ccc(-c2ccccc2)cc1)c1ccccc1
COc1cc(cc(OC)c1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,BRD-K34415467,O=C(NCc1ccccc1)c1ccccc1
CCN(CC)CCOc1ccc2-c3ccc(OCCN(CC)CC)cc3C(=O)c2c1,BRD-K34568562,O=C1c2ccccc2-c2ccccc21
Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c1,BRD-K34608650,O=C(NC1CCCCC1)c1nn(-c2ccccc2)c2c1Cc1ccccc1-2
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,BRD-K34685430,C1=C2c3cccc4[nH]cc(c34)CC2NCC1
CC(C)c1cc(cc(C(C)C)c1O)\C=C(/C#N)C(=O)NCCCc1ccccc1,BRD-K34995470,O=C(C=Cc1ccccc1)NCCCc1ccccc1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,BRD-K35240538,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc12,BRD-K35430135,c1ccc(OCCCNC2CCCc3ccccc32)cc1
CC1=NN(C(=O)C1)c1ccccc1,BRD-K35458079,O=C1CC=NN1c1ccccc1
OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23,BRD-K35498378,O=C1NC(=O)c2cccc3cccc1c23
OC(=O)Cn1c(cc2ccccc12)C(=O)Nc1nc(cs1)-c1ccccc1Cl,BRD-K35629949,O=C(Nc1nc(-c2ccccc2)cs1)c1cc2ccccc2[nH]1
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,BRD-K35708212,O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCCCO5)CC4CCC23)CO1
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,BRD-K35941380,C1=C2c3cccc4[nH]cc(c34)CC2NCC1
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O,BRD-K35960502,O=C(Nc1ccccc1)c1ccccc1
COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@H]([C@@H]2O)n2cnc3c(ncnc23)N(C)C)cc1,BRD-K36007650,O=C(CCc1ccccc1)NC1COC(n2cnc3cncnc32)C1
COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3ccc4ccccc4c3)CC2)C1=O,BRD-K36009368,O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3ccccc3c1)CC2
Nc1ncnc2nc(cc(-c3cccc(Br)c3)c12)-c1ccc(nc1)N1CCOCC1,BRD-K36021395,c1ccc(-c2cc(-c3ccc(N4CCOCC4)nc3)nc3ncncc23)cc1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,BRD-K36055864,O=C1CC(CCC2CCCCC2=O)CC(=O)N1
CCC1(CC)C(=O)NC=CC1=O,BRD-K36116267,O=C1C=CNC(=O)C1
Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO,BRD-K36198571,O=C(NCCOc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)cc1)c1cc2ccccc2o1
[O-][N+](=O)c1cc(C(=O)NCC=C)c2nc(Nc3ccc(Cl)c(Cl)c3)[nH]c(=O)c2c1,BRD-K36258877,O=c1[nH]c(Nc2ccccc2)nc2ccccc12
CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,BRD-K36377456,O=c1ccc2cc3c(cc2o1)OCC3
Cn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1,BRD-K36395411,O=C(Nc1cccnc1)N1CCc2cc3[nH]ccc3cc21
C1CC[C@@H](NC1)c1cccnc1,BRD-K36638830,c1cncc(C2CCCCN2)c1
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,BRD-K36756879,c1ccc(Cc2nccc3ccccc23)cc1
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRD-K36862742,O=S1(=O)NCNc2ccccc21
CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,BRD-K36864847,c1ccccc1
COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,BRD-K36927236,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1
NC(=N)NC(=N)Nc1cccc(Cl)c1,BRD-K36965586,c1ccccc1
COc1ccc(CCN2CCC(CC2)Nc2nc3ccccc3n2Cc2ccc(F)cc2)cc1,BRD-K37249724,c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C,BRD-K37270826,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13
CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,BRD-K37289225,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2
Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1,BRD-K37312348,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1
Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1,BRD-K37392901,O=C1C(=Cc2ccccc2)CNCC1=Cc1ccccc1
COc1c2OCOc2cc2CCN(C)Cc12,BRD-K37447567,c1c2c(cc3c1OCO3)CNCC2
COc1cc(ccc1OC(F)F)-c1ccc(=O)[nH]n1,BRD-K37561857,O=c1ccc(-c2ccccc2)n[nH]1
Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1,BRD-K37618799,O=C(Cc1ccccc1)Nc1nc2ccccc2c2nc(-c3ccco3)nn12
CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCCC1,BRD-K37682401,O=c1cc[nH]c2nc(N3CCCC3)ncc12
Clc1ccc(OCC(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)cc1,BRD-K37688416,O=C(COc1ccccc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
CC(C)c1cccc(=O)c(O)c1,BRD-K37691127,O=c1cccccc1
CCCCn1c2ncn(CC(C)=O)c2c(=O)n(CCCC)c1=O,BRD-K37792168,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12,BRD-K37798499,O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4
NCc1ccccc1CC(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CC(O)=O)=C(N2C1=O)C(O)=O,BRD-K37848908,O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12
CN(C)C(=O)n1nnnc1Cc1ccc(cc1)-c1ccccc1,BRD-K37865504,c1ccc(-c2ccc(Cc3nnn[nH]3)cc2)cc1
Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1,BRD-K37991163,c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,BRD-K38003476,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
CCN(CC)C(=O)c1ccc(O)c(OC)c1,BRD-K38055836,c1ccccc1
CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O,BRD-K38197229,c1ccc(Oc2ccccc2)cc1
CC(C)(O)[C@H]1O[C@H]2CC[C@]3(C)[C@]4(C)[C@H](Cc5c4[nH]c4ccccc54)CC[C@@]3(O)C2=CC1=O,BRD-K38251852,O=C1C=C2C(CCC3C2CCC2Cc4c([nH]c5ccccc45)C23)OC1
Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,BRD-K38305202,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1
CCOc1ccc(NC(C)=O)cc1,BRD-K38323065,c1ccccc1
Cn1c2[nH]c(nc2c(=O)n(C)c1=O)C1CCCC1,BRD-K38347298,O=c1[nH]c(=O)c2nc(C3CCCC3)[nH]c2[nH]1
CN(C)CCCN1c2ccccc2CCc2ccccc12,BRD-K38436528,c1ccc2c(c1)CCc1ccccc1N2
C\C=C1\CC(=C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,BRD-K38449220,C=C1CC(=C)C(=O)OC2CCN3CC=C(COC(=O)C1)C23
CC(C)(C)c1cc(C=C(C#N)[N+]#[C-])cc(c1O)C(C)(C)C,BRD-K38477985,c1ccccc1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,BRD-K38684403,N=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,BRD-K38775274,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2O1,BRD-K38903228,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,BRD-K39120595,c1ccc(Sc2ccccc2)cc1
CN1CCc2cc(O)cc-3c2[C@H]1Cc1ccc(O)c(O)c-31,BRD-K39187410,c1ccc2c(c1)CC1NCCc3cccc-2c31
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,BRD-K39188321,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
COc1cc(C)nn1-c1nc(C)cc(OC)n1,BRD-K39339537,c1cnc(-n2cccn2)nc1
CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,BRD-K39356024,C1=C2CCCCC2C2CCC3CCCC3C2C1
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]11[C@]3(O[C@H]3C[C@H]3C4=C(CC[C@]13C)C(=O)OC4)[C@@H]2O,BRD-K39484304,O=C1OCC2=C1CCC1C2CC2OC23CC2OC2C2OC123
Cc1nc(N)sc1CCN,BRD-K39670393,c1cscn1
CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(cc1)-c1ccccc1S(=O)(=O)NC(=O)c1sccc1C,BRD-K39733634,O=C(NS(=O)(=O)c1ccccc1-c1ccc(Cn2cnn(-c3ccccc3)c2=O)cc1)c1cccs1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,BRD-K39746403,O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1
CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc12,BRD-K39915878,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,BRD-K39965020,
CC(=O)Oc1ccc(cc1)C(c1ccc(OC(C)=O)cc1)c1ccccn1,BRD-K39987650,c1ccc(C(c2ccccc2)c2ccccn2)cc1
CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C,BRD-K40255344,c1ccccc1
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c1ccccc1,BRD-K40530731,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N[C@H]3CCC[C@@H]3O)ncnc12,BRD-K40578143,c1nc(NC2CCCC2)c2ncn(C3CCCO3)c2n1
CCCc1c(OCCCOc2ccc(OCC(O)=O)cc2)ccc(CC=O)c1O,BRD-K40656405,c1ccc(OCCCOc2ccccc2)cc1
COc1cc(C)c(C(=O)Oc2cc(C)c(O)c(C(O)=O)c2C)c(O)c1C=O,BRD-K40742111,O=C(Oc1ccccc1)c1ccccc1
Cc1cccc(C)c1NC(=O)C[N+](C)(C)C,BRD-K40782193,c1ccccc1
Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccc(F)cc1)c1ccc(F)cc1,BRD-K40887525,O=c1c(CCN2CCC(=C(c3ccccc3)c3ccccc3)CC2)cnc2sccn12
CN(C)CCCSc1ccccc1NC(=O)\C=C\c1ccccc1,BRD-K40901640,O=C(C=Cc1ccccc1)Nc1ccccc1
NC(=O)NC(=O)Cc1ccccc1,BRD-K40905133,c1ccccc1
CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(cc12)C#N,BRD-K40965114,c1ccc2[nH]ccc2c1
NC(=N)NC(=O)c1nc(Cl)c(nc1N)N1CCCCCC1,BRD-K40990712,c1cnc(N2CCCCCC2)cn1
NC(=O)CNCCC(c1ccccc1)c1ccccc1,BRD-K41143549,c1ccc(Cc2ccccc2)cc1
CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,BRD-K41160163,O=C1CNC(NC(=O)Nc2ccccc2)=N1
COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,BRD-K41337261,c1ccc(Nc2ncnc3ccccc23)cc1
Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,BRD-K41406082,O=S(=O)(Nc1ccccn1)c1ccccc1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,BRD-K41445866,O=C1CC2CCCC2C2CCC3CCCCC3C12
CC(=O)Nc1ccc(O)cc1,BRD-K41524689,c1ccccc1
CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(O)=O)c(Cl)c2)c2ncn(C(C)C)c2n1,BRD-K41564320,c1ccc(Nc2ncnc3[nH]cnc23)cc1
Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1,BRD-K41567364,O=C(Nc1ccc2ncoc2c1)Nc1ccnc2cccnc12
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(C)=O,BRD-K41707108,
Cc1cccc(CCN2CCC(CC2)C(=O)c2ccc(NS(C)(=O)=O)cc2)n1,BRD-K41713976,O=C(c1ccccc1)C1CCN(CCc2ccccn2)CC1
NCCCCCCNS(=O)(=O)c1cccc2ccccc12,BRD-K41868777,c1ccc2ccccc2c1
Oc1ccc2sc(=O)oc2c1,BRD-K41876534,O=c1oc2ccccc2s1
COc1ccc(C=C(C#N)C#N)cc1,BRD-K41996876,c1ccccc1
